id,title,description,image_link,link,price,"City name","Property type",Address,"Listing type"
175012,"Solar Urbano en venta en Mijas - Málaga | Gilmar Consulting","2400.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-07/5ef646ee-40b1-40be-b992-99c6b7df3a51/DJI_0044%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-solar-mijas-malaga-referencia-175012/,"750,000.00 EUR",Mijas,"Locales e Inversiones","36.49519548834307, -4.725742229672976",Comprar
175445,"Apartamento en venta en Manilva - Málaga | Gilmar Consulting","3 hab, 2 baños, 114.58 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-08/3ef4e798-eadb-4087-9bc4-4ca687998d1b/DSC_0515%20copia%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-manilva-malaga-referencia-175445/,"425,000.00 EUR",Manilva,Apartamento,"36.318844438436614, -5.247436196050752",Comprar
175715,"Garaje en alquiler en Centro (Málaga) - Málaga | Gilmar Consulting","178.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-07/de30f3df-8409-46d4-bb96-7357d92d7a79/7.jpeg?w=1440,https://www.gilmar.es/inmueble/alquilar-garaje-centro-malaga-malaga-referencia-175715/,"2,500.00 EUR","Centro (Málaga)",Garajes,"36.72254325316116, -4.418378779271898",Alquilar
175771,"Piso en venta en Estepona Oeste - Málaga | Gilmar Consulting","3 hab, 2 baños, 75.48 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-07/dde7cc46-aac5-4a72-8002-aac8bd61843c/webOne80_Suite_Exterior_02.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-estepona-oeste-malaga-referencia-175771/,"346,000.00 EUR","Estepona Oeste",Piso,"36.4127229892758, -5.185544180264661",Comprar
176497,"Chalet Adosado en venta en Manilva - Málaga | Gilmar Consulting","3 hab, 3 baños, 123.66 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-07/df75f5f4-2e6d-4f75-bf31-73afd43f9f66/Golden_Barbacoa_HD-wpcf_200x200.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-manilva-malaga-referencia-176497/,"513,000.00 EUR",Manilva,"Chalet Adosado","36.32145205456497, -5.253492175130722",Comprar
176564,"Local Comercial en venta en Cruz de Humilladero - Málaga | Gilmar","25.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-09/4f5b85b3-3862-4087-8f3e-6b76f3f92382/5.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-local-cruz-de-humilladero-malaga-referencia-176564/,"99,900.00 EUR","Cruz de Humilladero","Gilmar XO","36.718256016491495, -4.433005625842055",Comprar
176824,"Apartamento en venta en Casares - Málaga | Gilmar Consulting","2 hab, 2 baños, 83.58 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-08/bc12ab14-a977-4b43-ace4-6c2a955c306c/A1_Solemar_apartments_Casares_aerea_2-880x370.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-casares-malaga-referencia-176824/,"268,000.00 EUR",Casares,Apartamento,"36.3866781138549, -5.2358705784217126",Comprar
178604,"Bajo en venta en Estepona Oeste - Málaga | Gilmar Consulting","2 hab, 2 baños, 121.28 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-10/e1ec95da-7307-41ed-be60-c29afdd75a85/DSC_0163%20(FILEminimizer).JPG?w=1440,https://www.gilmar.es/inmueble/comprar-piso-estepona-oeste-malaga-referencia-178604/,"850,000.00 EUR","Estepona Oeste",Bajo,"36.40945352838362, -5.189952762886319",Comprar
178735,"Apartamento en venta en Casares - Málaga | Gilmar Consulting","2 hab, 2 baños, 111.42 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-11/d28bb7c2-75e0-48a0-a5cb-d95a0b075367/BON_AIR_PISCINA_HD.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-casares-malaga-referencia-178735/,"485,000.00 EUR",Casares,Apartamento,"36.39744982908437, -5.223019860710816",Comprar
178802,"Chalet Independiente en venta en Benahavís - Málaga | Gilmar","5 hab, 6 baños, 700.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-10/9337cc1c-0585-4c16-a289-e0a135e0e441/1%20(FILEminimizer).jpeg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-benahavis-malaga-referencia-178802/,"3,295,000.00 EUR",Benahavís,"Chalet Independiente","36.5198838238144, -5.045332300627553",Comprar
178979,"Chalet Independiente en venta en Estepona Este - Málaga | Gilmar","4 hab, 5 baños, 962.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-04/ebcb80d8-a71e-486d-bb18-0a5239124a16/LaResina_Exterior_02.png?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-estepona-este-malaga-referencia-178979/,"2,550,000.00 EUR","Estepona Este","Chalet Independiente","36.4691711912748, -5.075091768807712",Comprar
179138,"Chalet Independiente en venta en Benahavís - Málaga | Gilmar","5 hab, 7 baños, 786.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-09/2dc3e4d2-9fc4-4632-9da8-64a5c7e86f1d/DSC_0671%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-benahavis-malaga-referencia-179138/,"4,300,000.00 EUR",Benahavís,"Chalet Independiente","36.475389358906035, -5.04520559117177",Comprar
179240,"Chalet Adosado en venta en Manilva - Málaga | Gilmar Consulting","3 hab, 3 baños, 121.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-10/fbb1a863-4a26-47ba-a073-271cf39ac234/BlueView_piscina_alta.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-manilva-malaga-referencia-179240/,"340,000.00 EUR",Manilva,"Chalet Adosado","36.316110348047594, -5.257052202457561",Comprar
179284,"Chalet Adosado en venta en Marbella Este - Málaga | Gilmar Consulting","3 hab, 3 baños, 188.5 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-07/5fa1757e-b401-43a0-b3f4-055b43880fca/Estrella-del-Mar-Elviria-Marbella-NVOGA-Acciona.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-marbella-este-malaga-referencia-179284/,"702,000.00 EUR","Marbella Este","Chalet Adosado","36.493912782488835, -4.77987874108997",Comprar
180052,"Apartamento en venta en Carretera de Cádiz - Málaga | Gilmar","1 hab, 1 baños, 64.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-11/f863424c-b268-4cc0-b19f-83c7db8979d9/VISTA%20LOFT%20BAJO%20A.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-carretera-de-cadiz-malaga-referencia-180052/,"206,800.00 EUR","Carretera de Cádiz",Apartamento,"36.69621990545568, -4.447996235725414",Comprar
180227,"Ático-Dúplex en venta en Estepona Este - Málaga | Gilmar Consulting","3 hab, 4 baños, 254.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-11/f9773144-f92c-446e-a4d7-1a2d6c4a996f/DSC_0057%20copia%202%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-estepona-este-malaga-referencia-180227/,"590,000.00 EUR","Estepona Este",Ático-Duplex,"36.46226186253938, -5.039509042728079",Comprar
180320,"Piso en venta en Benahavís - Málaga | Gilmar Consulting Inmobiliario","1 hab, 1 baños, 85.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-11/11e72825-d29c-41e0-97d2-b18d056b0f16/RMGR%20Exterior-1%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-benahavis-malaga-referencia-180320/,"225,000.00 EUR",Benahavís,Piso,"36.480855422046844, -5.038230930139916",Comprar
180434,"Apartamento en alquiler en Torremolinos - Málaga | Gilmar Consulting","1 hab, 1 baños, 50.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-11/380a2f61-5a86-4784-a428-532330f98d92/WhatsApp%20Image%202022-11-24%20at%2018.17.34.jpeg?w=1440,https://www.gilmar.es/inmueble/alquilar-piso-torremolinos-malaga-referencia-180434/,"900.00 EUR",Torremolinos,Apartamento,"36.617400847451044, -4.50370791454256",Alquilar
180471,"Piso en venta en Benahavís - Málaga | Gilmar Consulting Inmobiliario","3 hab, 2 baños, 211.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-11/1a3f3c56-5c6e-436c-ad58-d948b3d9dcfb/RMGR%20Exterior-1%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-benahavis-malaga-referencia-180471/,"406,500.00 EUR",Benahavís,Piso,"36.47618209761268, -5.037580839544863",Comprar
180569,"Piso en alquiler en Carretera de Cádiz - Málaga | Gilmar Consulting","4 hab, 2 baños, 180.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2022-11/e883c7e3-c340-43f4-9bb7-4879a91afcde/vistas.jpeg?w=1440,https://www.gilmar.es/inmueble/alquilar-piso-carretera-de-cadiz-malaga-referencia-180569/,"2,750.00 EUR","Carretera de Cádiz",Piso,"36.693089463156674, -4.442980591391345",Alquilar
181820,"Chalet Adosado en venta en Manilva - Málaga | Gilmar Consulting","3 hab, 3 baños, 121.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-01/d650ac9b-6f1f-4830-b80d-69f3d17dc5fc/blue-marine-01.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-manilva-malaga-referencia-181820/,"341,000.00 EUR",Manilva,"Chalet Adosado","36.32002746789635, -5.259379861247998",Comprar
182266,"Ático-Dúplex en venta en Estepona Este - Málaga | Gilmar Consulting","4 hab, 4 baños, 272.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-07/67f4781a-82c4-4653-bc9b-27b45a20c937/2.png?w=1440,https://www.gilmar.es/inmueble/comprar-piso-estepona-este-malaga-referencia-182266/,"4,950,000.00 EUR","Estepona Este",Ático-Duplex,"36.450877837988294, -5.0617019836536485",Comprar
183434,"Solar Residencial en venta en Alhaurín de la Torre - Málaga | Gilmar","2000.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-03/fdcbf113-1597-4f6d-a68d-4c2398cb180e/IMG_7001.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-solar-alhaurin-de-la-torre-malaga-referencia-183434/,"340,000.00 EUR","Alhaurín de la Torre","Locales e Inversiones","36.64983594035517, -4.555274234737152",Comprar
183453,"Solar Urbano en alquiler en Málaga Este - Málaga | Gilmar Consulting","1403.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-02/ab645699-15e0-44af-aa03-3a5420d4a664/WhatsApp%20Image%202023-02-22%20at%2010.58.18%20(2).jpeg?w=1440,https://www.gilmar.es/inmueble/alquilar-solar-malaga-este-malaga-referencia-183453/,"8,400.00 EUR","Málaga Este","Locales e Inversiones","36.729163651405266, -4.363783961551495",Alquilar
183598,"Ático-Dúplex en venta en Casares - Málaga | Gilmar Consulting","3 hab, 2 baños, 295.97 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2024-02/359d0149-759f-488d-8dd7-d6ea40c74212/DSC_0719%20copia%202%20(Grande).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-casares-malaga-referencia-183598/,"560,000.00 EUR",Casares,Ático-Duplex,"36.390951430794544, -5.231791640464364",Comprar
184026,"Piso en alquiler en Centro (Málaga) - Málaga | Gilmar Consulting","3 hab, 2 baños, 171.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-05/87cbe20a-edbe-4824-a254-588832f3bbea/azotea%20vista%20catedral.jpg?w=1440,https://www.gilmar.es/inmueble/alquilar-piso-centro-malaga-malaga-referencia-184026/,"1,950.00 EUR","Centro (Málaga)",Piso,"36.723152032529676, -4.422218722198056",Alquilar
184066,"Solar Urbano en venta en Pinos de Alhaurín - Málaga | Gilmar","26240.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-03/171b5332-a049-417c-99dd-3dc10898d5b2/18.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-solar-pinos-de-alhaurin-malaga-referencia-184066/,"1,490,000.00 EUR","Pinos de Alhaurín","Locales e Inversiones","36.649360388654756, -4.586044574841599",Comprar
184322,"Oficina en venta en Marbella Ciudad - Málaga | Gilmar Consulting","65.72 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-05/7bad7eed-e91f-4053-8317-0356bc48efe3/_CMC2501%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-oficina-marbella-ciudad-malaga-referencia-184322/,"200,000.00 EUR","Marbella Ciudad","Gilmar XO","36.509661866273625, -4.8963964222362195",Comprar
185419,"Chalet Independiente en venta en Estepona Este - Málaga | Gilmar","5 hab, 4 baños, 394.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-05/b7a7936e-74dd-404b-bcf1-5cd8e10bff37/1.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-estepona-este-malaga-referencia-185419/,"1,100,000.00 EUR","Estepona Este","Chalet Independiente","36.468261901097044, -5.072652029962263",Comprar
185794,"Piso en venta en Málaga Este - Málaga | Gilmar Consulting Inmobiliario","2 hab, 2 baños, 135.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-05/ee65d5fc-3ed9-45f0-9019-bc900d974186/203.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-malaga-este-malaga-referencia-185794/,"895,000.00 EUR","Málaga Este",Piso,"36.72310608262689, -4.406661339752228",Comprar
186737,"Piso en venta en Almayate - Málaga | Gilmar Consulting Inmobiliario","2 hab, 2 baños, 67.27 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-05/afb432f1-dae0-4f6c-bfdd-a26a4b60e799/500f5355-ec61-4c80-b45d-55fe2678db25.JPG?w=1440,https://www.gilmar.es/inmueble/comprar-piso-almayate-malaga-referencia-186737/,"234,000.00 EUR",Almayate,Piso,"36.73595997032601, -4.1290836134573095",Comprar
186904,"Local Comercial en alquiler en Carretera de Cádiz - Málaga | Gilmar","650.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-06/fd41c905-1c28-473e-a969-d235a42b98f8/IMG_9896.jpg?w=1440,https://www.gilmar.es/inmueble/alquilar-local-carretera-de-cadiz-malaga-referencia-186904/,"7,000.00 EUR","Carretera de Cádiz","Local Comercial","36.70431728736347, -4.434656555241797",Alquilar
187541,"Bajo en venta en Estepona - Málaga | Gilmar Consulting Inmobiliario","3 hab, 2 baños, 143.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-06/3b37103e-1e03-4630-a906-979b55a4f80b/Aedas_r10_Integracion01.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-estepona-malaga-referencia-187541/,"475,000.00 EUR",Estepona,Bajo,"36.42502058175647, -5.1607304474505735",Comprar
187926,"Chalet Independiente en alquiler en Nueva Andalucía - Málaga | Gilmar","7 hab, 6 baños, 639.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-07/0276385b-fb54-484e-8e64-df685c534260/DSC_0441%20copia.jpg?w=1440,https://www.gilmar.es/inmueble/alquilar-chalet-nueva-andalucia-malaga-referencia-187926/,"6,500.00 EUR","Nueva Andalucía","Chalet Independiente","36.48964536098706, -5.027532945125589",Alquilar
188393,"Piso en venta en Bailén - Miraflores - Málaga | Gilmar Consulting","2 hab, 1 baños, 81.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-08/3015dffd-af99-43de-95c5-ead26b0f350b/2.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-bailen-miraflores-malaga-referencia-188393/,"235,000.00 EUR","Bailén - Miraflores",Piso,"36.72889696852308, -4.433607812199908",Comprar
188667,"Chalet Independiente en alquiler en Benajarafe - Málaga | Gilmar","4 hab, 3 baños, 250.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-10/f1b00516-c085-4f34-997e-1a4564fd542c/Detalles_4317.jpg?w=1440,https://www.gilmar.es/inmueble/alquilar-chalet-benajarafe-malaga-referencia-188667/,"4,500.00 EUR",Benajarafe,"Chalet Independiente","36.72040488361252, -4.203462587676181",Alquilar
188903,"Piso en venta en Centro (Málaga) - Málaga | Gilmar Consulting","2 hab, 2 baños, 116.89 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-08/c1c7f3f2-6cd0-4c8d-96fc-fe8f88110570/95.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-centro-malaga-malaga-referencia-188903/,"990,000.00 EUR","Centro (Málaga)",Piso,"36.72003441552007, -4.420362061220549",Comprar
188905,"Piso en venta en Centro (Málaga) - Málaga | Gilmar Consulting","2 hab, 2 baños, 118.56 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-08/0f60263f-f455-482f-86df-36a67c44a4e3/11.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-centro-malaga-malaga-referencia-188905/,"855,000.00 EUR","Centro (Málaga)",Piso,"36.72095227426013, -4.423035057737881",Comprar
188911,"Piso en venta en Centro (Málaga) - Málaga | Gilmar Consulting","2 hab, 2 baños, 116.89 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-08/c3cbab3c-b9b4-408a-951f-e9d329155825/62.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-centro-malaga-malaga-referencia-188911/,"1,035,000.00 EUR","Centro (Málaga)",Piso,"36.71965275594624, -4.420558713671791",Comprar
188914,"Piso en venta en Centro (Málaga) - Málaga | Gilmar Consulting","2 hab, 2 baños, 118.56 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-08/ecd1fe9f-03fe-4111-abbb-67c4a2f8b1eb/1%20(1).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-centro-malaga-malaga-referencia-188914/,"900,000.00 EUR","Centro (Málaga)",Piso,"36.71891708853444, -4.426647648528842",Comprar
189000,"Chalet Independiente en venta en Málaga Este - Málaga | Gilmar","4 hab, 4 baños, 402.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-09/e5cec3b7-adef-4ee1-b59d-3aa9afbdeedf/12.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-malaga-este-malaga-referencia-189000/,"1,280,000.00 EUR","Málaga Este","Chalet Independiente","36.7312135353782, -4.359672230795395",Comprar
189129,"Chalet Pareado en venta en Estepona Oeste - Málaga | Gilmar Consulting","4 hab, 4 baños, 325.51 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-08/447defea-e505-4598-ae9f-260bd37b966f/DSC_0027%20copia%202%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-estepona-oeste-malaga-referencia-189129/,"550,000.00 EUR","Estepona Oeste","Chalet Pareado","36.41704915719317, -5.209393287859655",Comprar
189182,"Chalet Independiente en venta en Estepona Este - Málaga | Gilmar","3 hab, 1 baños, 100.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-08/172d902b-3773-4b3c-bb2e-c41b20ef4206/Piscina%20La%20Cala.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-estepona-este-malaga-referencia-189182/,"420,000.00 EUR","Estepona Este","Chalet Independiente","36.44523045532285, -5.128861325864521",Comprar
189783,"Local Industrial en venta en Cruz de Humilladero - Málaga | Gilmar","255.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-11/1a6920c5-b453-4e11-9577-17255f30ab65/1.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-local-cruz-de-humilladero-malaga-referencia-189783/,"285,000.00 EUR","Cruz de Humilladero","Local Industrial","36.70861325007482, -4.481778052403995",Comprar
189905,"Chalet Adosado en venta en Alhaurín de la Torre - Málaga | Gilmar","4 hab, 3 baños, 102.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2024-01/98bbcfd0-3ad3-4ea0-86c0-6dfbd3f50d06/6.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-alhaurin-de-la-torre-malaga-referencia-189905/,"363,000.00 EUR","Alhaurín de la Torre","Chalet Adosado","36.68773135427064, -4.528485054634023",Comprar
190163,"Local Comercial en alquiler en Centro (Málaga) - Málaga | Gilmar","53.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-09/af3be306-fa0b-4368-9d17-11e191d18df2/WhatsApp%20Image%202023-09-26%20at%2014.59.23%20(1).jpeg?w=1440,https://www.gilmar.es/inmueble/alquilar-local-centro-malaga-malaga-referencia-190163/,"900.00 EUR","Centro (Málaga)","Local Comercial","36.72518411563897, -4.4384560288147155",Alquilar
190299,"Apartamento en venta en Estepona - Málaga | Gilmar Consulting","2 hab, 1 baños, 80.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-10/20aa2b86-0d8f-4dbc-bf07-a672e258564e/01.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-estepona-malaga-referencia-190299/,"218,000.00 EUR",Estepona,Apartamento,"36.41895779138, -5.151733044594428",Comprar
190786,"Chalet Independiente en alquiler en Playa del Rincón - Málaga | Gilmar","6 hab, 5 baños, 360.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2024-04/f980bab8-cf1c-4722-b2eb-1b28d40e1961/13.jpg?w=1440,https://www.gilmar.es/inmueble/alquilar-chalet-playa-del-rincon-malaga-referencia-190786/,"6,000.00 EUR","Playa del Rincón","Chalet Independiente","36.7182973996792, -4.2888234812103265",Alquilar
190812,"Solar Urbano en venta en Manilva - Málaga | Gilmar Consulting","1807.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-10/b8f91139-1d05-403b-8d6f-e9b7b8425a60/Parcela%20en%20Tubalitas%202.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-solar-manilva-malaga-referencia-190812/,"680,000.00 EUR",Manilva,"Locales e Inversiones","36.32471379750717, -5.246725044553362",Comprar
190956,"Local Comercial en venta en Centro (Málaga) - Málaga | Gilmar","118.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-10/df48c6a0-ee43-46b1-81b4-57cdf8693572/56.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-local-centro-malaga-malaga-referencia-190956/,"470,000.00 EUR","Centro (Málaga)","Local Comercial","36.72079429845041, -4.4209166994038895",Comprar
191471,"Chalet Independiente en venta en Alhaurín de la Torre - Málaga","4 hab, 3 baños, 274.87 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2024-01/62c1ff7c-3454-49c4-8dd9-e20bc93793c5/IMG_0030.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-alhaurin-de-la-torre-malaga-referencia-191471/,"780,000.00 EUR","Alhaurín de la Torre","Chalet Independiente","36.656823116137005, -4.531276474950024",Comprar
191479,"Piso en venta en Carretera de Cádiz - Málaga | Gilmar Consulting","4 hab, 4 baños, 486.89 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-11/4a4d567d-ba29-4491-a01b-f5accf6308e9/00.%20Exterior%203%20Torres.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-carretera-de-cadiz-malaga-referencia-191479/,"4,250,000.00 EUR","Carretera de Cádiz","Gilmar Luxe","36.6935324273488, -4.4459532937196276",Comprar
191713,"Local Comercial en alquiler en Málaga Este - Málaga | Gilmar","309.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-11/04600a55-a03f-4e15-aeba-28d7cc0635f4/descarga.jfif?w=1440,https://www.gilmar.es/inmueble/alquilar-local-malaga-este-malaga-referencia-191713/,"6,000.00 EUR","Málaga Este","Local Comercial","36.72612368064014, -4.401240717377337",Alquilar
191728,"Loft - Local en alquiler en Martiricos - La Roca - Málaga | Gilmar","500.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-11/cbe22325-7ae6-411d-9bbd-2f94641cfeff/WhatsApp%20Image%202023-11-09%20at%2017.10.21%20(1).jpeg?w=1440,https://www.gilmar.es/inmueble/alquilar-local-martiricos-la-roca-malaga-referencia-191728/,"3,000.00 EUR","Martiricos - La Roca",Locales,"36.72407838849783, -4.427411563175279",Alquilar
192212,"Chalet Independiente en venta en Manilva - Málaga | Gilmar Consulting","3 hab, 3 baños, 267.2 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-12/dd9233bc-ea91-4054-aba2-3da73ccea718/DSC_0518%20(FILEminimizer).JPG?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-manilva-malaga-referencia-192212/,"1,295,000.00 EUR",Manilva,"Chalet Independiente","36.32530022249878, -5.250655792073397",Comprar
192348,"Piso en venta en Teatinos - Málaga | Gilmar Consulting Inmobiliario","3 hab, 2 baños, 97.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-12/b2189cd0-8b0a-4dde-bb2d-7e0450c86fdb/179.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-teatinos-malaga-referencia-192348/,"415,000.00 EUR",Teatinos,Piso,"36.72146751060971, -4.415406007825073",Comprar
192454,"Solar Urbano en venta en Manilva - Málaga | Gilmar Consulting","1064.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2023-11/5bd82628-1d0e-4cbc-a883-7b1b49bdad13/DSC_0463%20copia%202%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-solar-manilva-malaga-referencia-192454/,"460,000.00 EUR",Manilva,"Locales e Inversiones","36.318850571580526, -5.250758850640361",Comprar
192979,"Solar Urbano en venta en Benalmádena - Málaga | Gilmar Consulting","822.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2024-01/f59e167c-98b3-4b63-9d5b-738cae90c737/Sant%c3%a1ngelo%20IMG_1556.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-solar-benalmadena-malaga-referencia-192979/,"420,000.00 EUR",Benalmádena,"Locales e Inversiones","36.61171251857742, -4.546924727582327",Comprar
193163,"Chalet Independiente en venta en Ciudad Jardín (Málaga) - Málaga","6 hab, 2 baños, 191.16 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2024-01/013fc65c-ab3b-4281-83cb-a11535112aea/4.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-chalet-ciudad-jardin-malaga-malaga-referencia-193163/,"480,000.00 EUR","Ciudad Jardín (Málaga)","Chalet Independiente","36.73320033342076, -4.423385361095453",Comprar
193296,"Local Comercial en venta en San Pedro Alcántara - Málaga | Gilmar","300.0 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2024-02/bd9ee7fd-c24f-45de-8957-721fd44bea86/DSC02713.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-local-san-pedro-alcantara-malaga-referencia-193296/,"250,000.00 EUR","San Pedro Alcántara","Local Comercial","36.48775872194119, -4.986280207308653",Comprar
193688,"Apartamento en venta en Estepona - Málaga | Gilmar Consulting","2 hab, 2 baños, 94.39 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2024-01/fa854dd3-b10c-4a24-905d-88d9545528e8/DSC_0646%20copia%202%20(FILEminimizer).jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-estepona-malaga-referencia-193688/,"315,000.00 EUR",Estepona,Apartamento,"36.42592434101072, -5.147365022639997",Comprar
193851,"Apartamento en venta en Estepona Oeste - Málaga | Gilmar Consulting","2 hab, 2 baños, 79.5 m²",https://gilmar.cloudimg.io/v7/_imagenes_/2024-02/b9e2ed80-d3c4-4a3f-8862-5691c93412d6/Vista%20aerea.jpg?w=1440,https://www.gilmar.es/inmueble/comprar-piso-estepona-oeste-malaga-referencia-193851/,"331,000.00 EUR","Estepona Oeste",Apartamento,"36.41058207816253, -5.18671951767322",Comprar
